,Outcome,Order,Date,EMA,Points,Take Profit,Stop Loss,Entry,Amount,Profit,Challenge Profit
306,LOSS,BUY,2019-02-01 15:20:00,24980.737206906033,42.87999999999738,25089.689999999995,24982.49,25025.37,-2000.0,-53000.0,-2000.0
307,WIN,BUY,2019-02-05 13:45:00,25178.16847385727,48.150000000001455,25414.195000000003,25293.82,25341.97,3000.0,-50000.0,1000.0
308,LOSS,BUY,2019-02-06 10:40:00,25247.46756921981,71.59000000000015,25491.035000000003,25312.06,25383.65,-2000.0,-52000.0,-1000.0
309,LOSS,SELL,2019-02-08 14:50:00,25098.44167501486,30.299999999999272,24960.160000000003,25035.91,25005.61,-2000.0,-54000.0,-3000.0
310,WIN,BUY,2019-02-13 13:05:00,25352.23023367034,32.969999999997526,25569.124999999993,25486.7,25519.67,3000.0,-51000.0,0.0
311,LOSS,BUY,2019-02-14 10:20:00,25407.07155172737,71.52000000000044,25539.43,25360.63,25432.15,-2000.0,-53000.0,-2000.0
312,LOSS,BUY,2019-02-20 10:25:00,25795.233876836908,43.29999999999927,25985.239999999998,25876.99,25920.29,-2000.0000000000002,-55000.0,-4000.0
313,LOSS,BUY,2019-02-21 11:00:00,25859.547678589843,39.05999999999767,25922.299999999996,25824.65,25863.71,-1999.9999999999998,-57000.0,-6000.0
314,WIN,BUY,2019-02-22 15:15:00,25924.223764441882,55.88000000000102,26055.120000000003,25915.42,25971.3,3000.0,-54000.0,-3000.0
315,LOSS,BUY,2019-02-25 14:05:00,26041.267528641023,43.150000000001455,26233.535000000003,26125.66,26168.81,-2000.0,-56000.0,-5000.0
316,LOSS,SELL,2019-03-05 13:25:00,25863.462242689275,71.29000000000087,25693.085,25871.31,25800.02,-2000.0,-58000.0,-2000.0
317,LOSS,BUY,2019-03-12 11:55:00,25538.821731920252,64.18000000000029,25702.52,25542.07,25606.25,-2000.0,-60000.0,-4000.0
318,WIN,BUY,2019-03-13 15:30:00,25629.77684797248,118.59000000000015,25867.785000000003,25571.31,25689.9,3000.0000000000005,-57000.0,-999.9999999999995
319,WIN,BUY,2019-03-18 12:15:00,25784.20058479119,38.7400000000016,25882.510000000002,25785.66,25824.4,2999.9999999999995,-54000.0,2000.0
320,LOSS,BUY,2019-03-19 14:40:00,25908.758190713892,70.38999999999942,26091.225,25915.25,25985.64,-2000.0000000000002,-56000.0,-2.2737367544323206e-13
321,WIN,BUY,2019-04-02 11:30:00,26038.1764112377,43.86999999999898,26231.985,26122.31,26166.18,3000.0000000000005,-53000.0,3000.0
322,LOSS,BUY,2019-04-03 14:50:00,26157.312854178475,43.94000000000233,26272.650000000005,26162.8,26206.74,-1999.9999999999998,-55000.0,1000.0000000000002
323,WIN,BUY,2019-04-04 13:35:00,26230.373946548007,21.609999999996944,26361.354999999996,26307.33,26328.94,3000.0000000000005,-52000.0,4000.000000000001
324,WIN,BUY,2019-04-05 13:15:00,26319.967081055613,17.94000000000233,26434.990000000005,26390.14,26408.08,3000.0,-49000.0,7000.000000000001
325,LOSS,BUY,2019-04-15 11:10:00,26290.762279723553,33.36000000000058,26412.850000000002,26329.45,26362.81,-2000.0,-51000.0,5000.000000000001
326,WIN,BUY,2019-04-16 14:10:00,26370.52005320091,25.17000000000189,26463.135000000002,26400.21,26425.38,3000.0,-48000.0,8000.000000000001
327,WIN,BUY,2019-04-17 10:25:00,26390.047263267246,54.909999999999854,26530.644999999997,26393.37,26448.28,3000.0000000000005,-45000.0,11000.000000000002
328,WIN,BUY,2019-04-22 10:35:00,26494.050537931027,22.81999999999971,26536.93,26479.88,26502.7,3000.0,-42000.0,14000.000000000002
329,LOSS,BUY,2019-04-22 13:50:00,26504.073827248078,14.159999999999854,26543.269999999997,26507.87,26522.03,-2000.0,-44000.0,12000.000000000002
330,LOSS,BUY,2019-04-23 15:50:00,26575.699817210327,26.340000000000146,26695.519999999997,26629.67,26656.01,-2000.0,-46000.0,10000.000000000002
331,LOSS,BUY,2019-04-24 10:20:00,26582.948461845233,42.06999999999971,26719.395,26614.22,26656.29,-2000.0,-48000.0,8000.000000000002
332,WIN,BUY,2019-05-01 13:25:00,26577.680990514036,29.489999999997963,26660.424999999996,26586.7,26616.19,3000.0,-45000.0,3000.0
333,LOSS,SELL,2019-05-02 14:50:00,26443.740818023172,51.29000000000087,26184.184999999998,26312.41,26261.12,-1999.9999999999998,-47000.0,1000.0000000000002
334,LOSS,SELL,2019-05-03 11:15:00,26423.18976508178,46.75,26349.095,26465.97,26419.22,-2000.0,-49000.0,-999.9999999999998
335,LOSS,SELL,2019-05-08 11:35:00,26120.653268580547,120.05999999999767,25795.970000000005,26096.12,25976.06,-1999.9999999999998,-51000.0,-2999.9999999999995
336,LOSS,SELL,2019-05-10 14:20:00,25798.400495134283,59.22999999999956,25708.364999999998,25856.44,25797.21,-2000.0000000000002,-53000.0,-5000.0
337,LOSS,BUY,2019-05-17 10:20:00,25761.700327803414,98.77000000000044,25968.015,25721.09,25819.86,-2000.0,-55000.0,-7000.0
338,LOSS,BUY,2019-05-22 10:25:00,25799.31513043297,53.79000000000087,25929.545000000002,25795.07,25848.86,-2000.0000000000002,-57000.0,-9000.0
339,LOSS,BUY,2019-05-28 12:10:00,25596.70698385281,45.2400000000016,25677.690000000002,25564.59,25609.83,-2000.0000000000002,-59000.0,-11000.0
340,WIN,SELL,2019-05-30 13:25:00,25247.208647913863,52.81999999999971,25080.43,25212.48,25159.66,3000.0,-56000.0,-8000.0
341,WIN,SELL,2019-06-03 14:40:00,24937.544870788566,69.73999999999796,24689.470000000005,24863.82,24794.08,3000.0,-53000.0,3000.0
342,WIN,BUY,2019-06-10 14:30:00,25936.450061046864,54.719999999997526,26191.109999999993,26054.31,26109.03,2999.9999999999995,-50000.0,6000.0
343,WIN,BUY,2019-06-11 13:10:00,26011.420497367308,32.79000000000087,26080.845,25998.87,26031.66,3000.0,-47000.0,9000.0
344,LOSS,BUY,2019-06-11 15:30:00,26020.132936127986,64.28000000000247,26159.570000000007,25998.87,26063.15,-2000.0,-49000.0,7000.0
345,LOSS,BUY,2019-06-13 15:55:00,26044.89257280185,90.94000000000233,26251.720000000005,26024.37,26115.31,-2000.0000000000002,-51000.0,5000.0
346,WIN,BUY,2019-06-14 10:15:00,26043.489657914437,45.659999999999854,26113.409999999996,25999.26,26044.92,3000.0000000000005,-48000.0,8000.0
347,WIN,BUY,2019-06-19 13:55:00,26380.155352119313,27.489999999997963,26515.994999999995,26447.27,26474.76,2999.9999999999995,-45000.0,11000.0
348,WIN,BUY,2019-06-20 13:00:00,26502.947757352464,58.13000000000102,26729.345,26584.02,26642.15,3000.0,-42000.0,14000.0
349,LOSS,BUY,2019-06-21 13:55:00,26662.95113499156,25.479999999999563,26838.269999999997,26774.57,26800.05,-2000.0,-44000.0,12000.0
350,LOSS,BUY,2019-06-24 10:00:00,26696.32481026082,70.33000000000175,26881.695000000003,26705.87,26776.2,-1999.9999999999998,-46000.0,10000.0
351,LOSS,SELL,2019-06-26 11:15:00,26656.17421960306,54.52000000000044,26504.449999999997,26640.75,26586.23,-2000.0000000000002,-48000.0,8000.0
352,WIN,SELL,2019-06-27 14:00:00,26594.323210043363,27.30000000000291,26538.989999999994,26607.24,26579.94,3000.0,-45000.0,11000.0
353,LOSS,BUY,2019-07-01 13:55:00,26643.14653873835,27.590000000000146,26704.364999999998,26635.39,26662.98,-2000.0,-47000.0,9000.0
354,WIN,BUY,2019-07-02 13:05:00,26663.97848881276,54.18999999999869,26768.125,26632.65,26686.84,3000.0000000000005,-44000.0,12000.0
355,WIN,BUY,2019-07-05 11:05:00,26772.949881712917,64.14999999999782,26893.704999999994,26733.33,26797.48,3000.0,-41000.0,15000.0
356,LOSS,BUY,2019-07-08 10:15:00,26827.441470324567,58.52000000000044,26917.270000000004,26770.97,26829.49,-1999.9999999999998,-43000.0,13000.0
357,WIN,BUY,2019-07-10 15:30:00,26824.038636786518,41.60000000000218,26947.760000000002,26843.76,26885.36,2999.9999999999995,-40000.0,16000.0
358,WIN,BUY,2019-07-11 14:40:00,26916.52036477796,42.80999999999767,27094.104999999996,26987.08,27029.89,3000.0000000000005,-37000.0,19000.0
359,WIN,BUY,2019-07-15 13:20:00,27185.186847230965,8.730000000003201,27315.995000000006,27294.17,27302.9,2999.9999999999995,-34000.0,22000.0
360,LOSS,BUY,2019-07-16 12:45:00,27267.512111826025,54.539999999997235,27426.589999999997,27290.24,27344.78,-1999.9999999999998,-36000.0,20000.0
361,WIN,BUY,2019-07-23 12:45:00,27212.394266981177,31.2599999999984,27283.229999999996,27205.08,27236.34,3000.0,-33000.0,23000.0
362,LOSS,BUY,2019-07-24 10:35:00,27247.96566177562,39.5,27349.48,27250.73,27290.23,-2000.0,-35000.0,21000.0
363,LOSS,BUY,2019-07-29 15:40:00,27208.17873770905,33.0099999999984,27296.854999999996,27214.33,27247.34,-2000.0,-37000.0,19000.0
364,LOSS,SELL,2019-08-06 13:05:00,26055.063685234836,21.5,25811.61,25865.36,25843.86,-2000.0000000000002,-39000.0,-2000.0000000000002
365,LOSS,SELL,2019-08-07 14:20:00,25908.936902591442,92.56999999999971,25736.475000000002,25967.9,25875.33,-2000.0,-41000.0,-4000.0
366,WIN,BUY,2019-08-09 11:45:00,26137.380529146416,75.51000000000204,26286.415000000005,26097.64,26173.15,3000.0,-38000.0,-1000.0
367,WIN,SELL,2019-08-15 12:50:00,25773.360204465353,72.29999999999927,25426.29,25607.04,25534.74,3000.0,-35000.0,2000.0
368,LOSS,BUY,2019-08-20 11:45:00,26010.056138756423,39.97999999999956,26139.78,26039.83,26079.81,-2000.0,-37000.0,0.0
369,WIN,BUY,2019-08-21 15:25:00,26125.494295358636,37.090000000000146,26248.485,26155.76,26192.85,3000.0,-34000.0,3000.0
370,LOSS,BUY,2019-08-22 11:35:00,26153.45197458839,105.15000000000146,26361.885000000002,26099.01,26204.16,-1999.9999999999998,-36000.0,1000.0000000000002
371,WIN,SELL,2019-08-26 13:10:00,25939.20075064915,49.470000000001164,25802.295,25925.97,25876.5,3000.0,-33000.0,4000.0
372,LOSS,BUY,2019-08-30 12:10:00,26232.101386979746,85.70000000000073,26509.840000000004,26295.59,26381.29,-2000.0,-35000.0,2000.0
373,LOSS,BUY,2019-09-05 14:55:00,26500.268540324323,30.25,26806.705,26731.08,26761.33,-2000.0000000000002,-37000.0,-2.2737367544323206e-13
374,LOSS,BUY,2019-09-09 13:45:00,26747.716610960335,46.81999999999971,26879.23,26762.18,26809.0,-2000.0,-39000.0,-2000.0000000000002
375,WIN,BUY,2019-09-13 10:10:00,27105.484185723337,37.37999999999738,27266.029999999995,27172.58,27209.96,2999.9999999999995,-36000.0,999.9999999999993
376,LOSS,BUY,2019-09-13 13:10:00,27145.090924660595,34.18999999999869,27291.104999999996,27205.63,27239.82,-2000.0,-38000.0,-1000.0000000000007
377,LOSS,BUY,2019-09-19 14:15:00,27124.64818588979,42.22999999999956,27238.985,27133.41,27175.64,-1999.9999999999998,-40000.0,-3000.0000000000005
378,LOSS,SELL,2019-10-03 14:05:00,26263.713883355536,40.04000000000087,26088.579999999998,26188.68,26148.64,-2000.0000000000002,-42000.0,-2000.0000000000002
379,LOSS,BUY,2019-10-10 13:50:00,26416.426524335227,64.62000000000262,26605.560000000005,26444.01,26508.63,-2000.0,-44000.0,-4000.0
380,LOSS,BUY,2019-10-14 10:15:00,26705.427593308174,8.869999999998981,26843.445,26821.27,26830.14,-2000.0000000000002,-46000.0,-6000.0
381,WIN,BUY,2019-10-16 10:25:00,26925.07571491819,62.349999999998545,27099.164999999997,26943.29,27005.64,3000.0000000000005,-43000.0,-2999.9999999999995
382,WIN,BUY,2019-10-17 12:35:00,26990.47272210927,35.27000000000044,27058.465000000004,26970.29,27005.56,3000.0,-40000.0,4.547473508864641e-13
383,WIN,SELL,2019-10-23 11:55:00,26863.294680390227,36.840000000000146,26781.199999999997,26873.3,26836.46,3000.0,-37000.0,3000.0000000000005
384,LOSS,SELL,2019-10-24 12:10:00,26821.04120387959,62.54000000000087,26665.559999999998,26821.91,26759.37,-2000.0,-39000.0,1000.0000000000005
385,WIN,BUY,2019-10-25 15:10:00,26882.320990875716,35.98999999999796,27023.104999999996,26933.13,26969.12,3000.0000000000005,-36000.0,4000.000000000001
386,WIN,BUY,2019-10-28 13:25:00,26963.875747914462,30.840000000000146,27105.809999999998,27028.71,27059.55,2999.9999999999995,-33000.0,7000.0
387,LOSS,BUY,2019-10-29 12:30:00,27032.366740703008,46.909999999999854,27190.545,27073.27,27120.18,-2000.0000000000002,-35000.0,5000.0
388,WIN,BUY,2019-10-30 12:05:00,27054.673213557682,64.47000000000116,27160.815000000002,26999.64,27064.11,3000.0,-32000.0,8000.0
389,WIN,BUY,2019-11-04 15:50:00,27326.110910244483,52.92000000000189,27539.780000000006,27407.48,27460.4,2999.9999999999995,-29000.0,2999.9999999999995
390,LOSS,BUY,2019-11-06 10:10:00,27434.232611557327,27.07999999999811,27546.67,27478.97,27506.05,-1999.9999999999998,-31000.0,999.9999999999998
391,LOSS,BUY,2019-11-07 16:00:00,27595.91139886528,39.23999999999796,27733.659999999996,27635.56,27674.8,-2000.0,-33000.0,-1000.0000000000002
392,LOSS,BUY,2019-11-12 13:00:00,27671.44029089659,30.80999999999767,27776.514999999996,27699.49,27730.3,-2000.0,-35000.0,-3000.0
393,WIN,BUY,2019-11-13 10:00:00,27676.386707115304,45.090000000000146,27748.045,27635.32,27680.41,3000.0000000000005,-32000.0,4.547473508864641e-13
394,LOSS,BUY,2019-11-14 11:20:00,27724.708972123928,39.919999999998254,27836.819999999996,27737.02,27776.94,-2000.0000000000002,-34000.0,-1999.9999999999998
395,LOSS,BUY,2019-11-19 11:30:00,27946.385533278637,56.06999999999971,28040.204999999998,27900.03,27956.1,-1999.9999999999998,-36000.0,-3999.9999999999995
396,WIN,BUY,2019-11-26 14:15:00,28007.161394746534,20.459999999999127,28133.69,28082.54,28103.0,3000.0,-33000.0,-999.9999999999995
397,LOSS,BUY,2019-11-29 10:25:00,28091.13799493327,20.2599999999984,28137.299999999996,28086.65,28106.91,-2000.0,-35000.0,-2999.9999999999995
398,LOSS,SELL,2019-12-03 14:15:00,27716.988903481884,55.58999999999651,27338.945000000007,27477.92,27422.33,-2000.0000000000002,-37000.0,-5000.0
399,LOSS,BUY,2019-12-09 12:30:00,27885.418655376132,8.639999999999418,27954.67,27933.07,27941.71,-2000.0000000000002,-39000.0,-7000.0
400,LOSS,BUY,2019-12-10 10:10:00,27900.511564986922,52.54999999999927,27989.025,27857.65,27910.2,-2000.0,-41000.0,-9000.0
401,WIN,BUY,2019-12-12 12:55:00,27950.573866640872,55.72999999999956,28107.135000000002,27967.81,28023.54,3000.0,-38000.0,-6000.0
402,WIN,BUY,2019-12-13 11:55:00,28027.509671608605,89.04999999999927,28250.945,28028.32,28117.37,3000.0,-35000.0,-3000.0
403,LOSS,BUY,2019-12-17 14:30:00,28235.592285898925,20.659999999999854,28326.839999999997,28275.19,28295.85,-1999.9999999999998,-37000.0,-5000.0
404,LOSS,BUY,2019-12-18 12:30:00,28257.360400823673,26.470000000001164,28320.765000000003,28254.59,28281.06,-2000.0,-39000.0,-7000.0
405,LOSS,BUY,2019-12-24 10:30:00,28497.909719235588,11.840000000000146,28548.11,28518.51,28530.35,-2000.0000000000002,-41000.0,-9000.0
406,WIN,BUY,2020-01-03 11:20:00,28627.740792616096,44.22999999999956,28696.945,28586.37,28630.6,2999.9999999999995,-38000.0,2999.9999999999995
407,LOSS,BUY,2020-01-03 14:35:00,28642.746774639538,35.86000000000058,28717.27,28627.62,28663.48,-2000.0,-40000.0,999.9999999999995
408,LOSS,BUY,2020-01-07 10:45:00,28620.191667555628,40.349999999998545,28694.734999999997,28593.86,28634.21,-2000.0,-42000.0,-1000.0000000000005
409,LOSS,BUY,2020-01-10 12:30:00,28855.599809175765,54.12999999999738,28967.974999999995,28832.65,28886.78,-1999.9999999999998,-44000.0,-3000.0
410,WIN,BUY,2020-01-13 14:20:00,28868.15562746754,21.07999999999811,28907.039999999994,28854.34,28875.42,3000.0,-41000.0,0.0
411,WIN,BUY,2020-01-14 14:40:00,28922.886736998713,94.18999999999869,29123.464999999997,28887.99,28982.18,3000.0,-38000.0,3000.0
412,LOSS,BUY,2020-01-15 14:05:00,28987.44819511893,45.55999999999767,29140.299999999996,29026.4,29071.96,-1999.9999999999998,-40000.0,1000.0000000000002
413,LOSS,BUY,2020-01-17 14:15:00,29211.084234421684,18.18000000000029,29357.93,29312.48,29330.66,-2000.0,-42000.0,-999.9999999999998
414,LOSS,BUY,2020-01-21 11:10:00,29240.777059289474,48.18999999999869,29356.064999999995,29235.59,29283.78,-2000.0,-44000.0,-3000.0
415,WIN,SELL,2020-01-27 13:50:00,28889.734606049784,45.81999999999971,28551.77,28666.32,28620.5,3000.0,-41000.0,0.0
416,LOSS,BUY,2020-02-07 10:30:00,29180.90449992134,68.0,29310.05,29140.05,29208.05,-2000.0000000000002,-43000.0,-2000.0000000000002
417,LOSS,BUY,2020-02-11 12:35:00,29224.151968014357,29.389999999999418,29353.004999999997,29279.53,29308.92,-2000.0,-45000.0,-4000.0
418,LOSS,BUY,2020-02-13 10:50:00,29386.995501206908,99.43000000000029,29594.505,29345.93,29445.36,-2000.0,-47000.0,-6000.0
419,WIN,BUY,2020-02-20 10:05:00,29332.82726219392,18.63000000000102,29367.325000000004,29320.75,29339.38,3000.0000000000005,-44000.0,-2999.9999999999995
420,LOSS,SELL,2020-02-26 11:10:00,27838.73439355322,64.25,27307.155,27467.78,27403.53,-2000.0,-46000.0,-5000.0
421,WIN,SELL,2020-02-27 13:20:00,27128.10021810032,173.26000000000204,26342.029999999995,26775.18,26601.92,3000.0,-43000.0,-2000.0
422,LOSS,SELL,2020-02-28 13:30:00,26182.1423804416,333.15999999999985,24532.870000000003,25365.77,25032.61,-2000.0,-45000.0,-4000.0
423,LOSS,BUY,2020-03-03 12:05:00,26130.01103699905,261.9599999999991,26924.559999999998,26269.66,26531.62,-2000.0,-47000.0,-6000.0
424,LOSS,BUY,2020-03-05 10:45:00,26404.741541503616,175.88000000000102,26701.620000000003,26261.92,26437.8,-1999.9999999999998,-49000.0,-8000.0
425,LOSS,SELL,2020-03-06 13:50:00,26007.698218740916,208.20000000000073,25235.86,25756.36,25548.16,-2000.0,-51000.0,-10000.0
426,LOSS,SELL,2020-03-10 13:45:00,24635.6064484537,249.61000000000058,23640.585,24264.61,24015.0,-2000.0,-53000.0,-12000.0
427,LOSS,SELL,2020-03-12 13:40:00,23202.044112236774,593.2400000000016,20796.059999999998,22279.16,21685.92,-2000.0,-55000.0,-14000.0
428,LOSS,SELL,2020-03-13 14:10:00,22382.451091993615,281.0699999999997,21548.955,22251.63,21970.56,-2000.0000000000002,-57000.0,-16000.0
429,WIN,SELL,2020-03-17 12:35:00,21301.453277866884,568.0199999999968,19959.300000000007,21379.35,20811.33,3000.0,-54000.0,-13000.0
430,LOSS,SELL,2020-03-19 12:00:00,20216.2114919868,439.23999999999796,19318.790000000005,20416.89,19977.65,-2000.0,-56000.0,-15000.0
431,WIN,SELL,2020-03-20 11:20:00,20202.597207281822,512.0199999999968,19251.210000000006,20531.26,20019.24,3000.0,-53000.0,-12000.0
432,LOSS,SELL,2020-03-23 13:40:00,19483.68134401763,438.67999999999665,17984.310000000005,19081.01,18642.33,-1999.9999999999998,-55000.0,-14000.0
433,WIN,BUY,2020-03-24 14:40:00,19643.952183664598,193.90999999999985,20446.915,19962.14,20156.05,3000.0000000000005,-52000.0,-11000.0
434,LOSS,BUY,2020-03-26 14:30:00,21365.982535476116,246.8000000000029,22595.280000000006,21978.28,22225.08,-1999.9999999999998,-54000.0,-13000.0
435,WIN,BUY,2020-03-27 10:50:00,21530.423292791835,128.8199999999997,21904.829999999998,21582.78,21711.6,3000.0,-51000.0,-10000.0
436,WIN,BUY,2020-03-27 12:05:00,21563.220016299972,101.31999999999971,21836.079999999998,21582.78,21684.1,3000.0,-48000.0,-7000.0
437,WIN,BUY,2020-03-30 10:15:00,21699.76916622033,274.2999999999993,22283.159999999996,21597.41,21871.71,3000.0000000000005,-45000.0,-3999.9999999999995
438,LOSS,BUY,2020-03-31 13:45:00,22051.573168275685,118.43999999999869,22330.799999999996,22034.7,22153.14,-2000.0,-47000.0,-6000.0
439,LOSS,SELL,2020-04-02 11:25:00,21453.145925474102,206.35999999999694,20854.540000000008,21370.44,21164.08,-2000.0,-49000.0,-2000.0
440,LOSS,BUY,2020-04-07 15:40:00,22491.47314009431,233.52000000000044,23246.940000000002,22663.14,22896.66,-2000.0000000000002,-51000.0,-4000.0
441,LOSS,BUY,2020-04-09 15:25:00,23362.1184451294,246.52000000000044,24120.39,23504.09,23750.61,-2000.0,-53000.0,-6000.0
442,LOSS,SELL,2020-04-15 13:50:00,23537.88455630936,132.47999999999956,23235.559999999998,23566.76,23434.28,-2000.0,-55000.0,-8000.0
443,LOSS,SELL,2020-04-16 12:10:00,23496.853472524814,132.79000000000087,23190.484999999997,23522.46,23389.67,-2000.0,-57000.0,-10000.0
444,WIN,BUY,2020-04-17 15:05:00,23703.30889151182,64.95999999999913,24063.039999999997,23900.64,23965.6,2999.9999999999995,-54000.0,-7000.0
445,LOSS,BUY,2020-04-20 10:45:00,23765.40355165956,166.84000000000015,24239.760000000002,23822.66,23989.5,-2000.0000000000002,-56000.0,-9000.0
446,LOSS,SELL,2020-04-21 14:40:00,23486.789346852733,179.47999999999956,22781.32,23230.02,23050.54,-2000.0000000000002,-58000.0,-11000.0
447,LOSS,BUY,2020-04-23 14:20:00,23561.648396546356,141.45000000000073,23841.485,23487.86,23629.31,-1999.9999999999998,-60000.0,-13000.0
448,LOSS,BUY,2020-04-28 11:40:00,23948.514773664996,103.93000000000029,24357.355,24097.53,24201.46,-2000.0000000000002,-62000.0,-15000.0
449,LOSS,BUY,2020-04-30 10:25:00,24376.54608045824,100.22000000000116,24618.22,24367.67,24467.89,-2000.0000000000002,-64000.0,-17000.0
450,WIN,SELL,2020-05-06 14:05:00,23913.022028411015,67.59000000000015,23744.055,23913.03,23845.44,3000.0,-61000.0,3000.0
451,WIN,BUY,2020-05-08 14:20:00,24056.81888144825,68.77000000000044,24330.735,24158.81,24227.58,3000.0,-58000.0,6000.0
452,WIN,BUY,2020-05-11 10:45:00,24098.907068815028,78.18999999999869,24265.695,24070.22,24148.41,3000.0,-55000.0,9000.0
453,LOSS,BUY,2020-05-12 11:05:00,24194.39609912966,101.90999999999985,24447.955,24193.18,24295.09,-2000.0000000000002,-57000.0,7000.0
454,WIN,BUY,2020-05-15 12:00:00,23485.701407150023,110.0,23681.57,23406.57,23516.57,2999.9999999999995,-54000.0,10000.0
455,LOSS,BUY,2020-05-19 10:30:00,24135.55068737803,38.349999999998545,24557.374999999996,24461.5,24499.85,-2000.0000000000002,-56000.0,8000.0
456,LOSS,BUY,2020-05-20 13:45:00,24410.345510259118,51.38000000000102,24607.46,24479.01,24530.39,-2000.0000000000002,-58000.0,6000.0
457,LOSS,BUY,2020-05-21 11:55:00,24470.34717341533,104.57999999999811,24632.329999999994,24370.88,24475.46,-2000.0000000000002,-60000.0,4000.0
458,LOSS,SELL,2020-05-29 14:50:00,25296.411897234007,178.4399999999987,24885.07,25331.17,25152.73,-2000.0,-62000.0,2000.0
459,WIN,BUY,2020-06-02 15:40:00,25512.605604577315,54.73999999999796,25708.339999999997,25571.49,25626.23,3000.0,-59000.0,5000.0
460,WIN,BUY,2020-06-04 13:25:00,26017.532025087894,30.889999999999418,26229.795,26152.57,26183.46,3000.0,-56000.0,8000.0
461,WIN,BUY,2020-06-04 15:45:00,26067.012591075396,118.34999999999854,26378.184999999998,26082.31,26200.66,3000.0,-53000.0,11000.0
462,WIN,BUY,2020-06-05 16:00:00,26658.41595091074,90.57999999999811,27246.85,27020.4,27110.98,3000.0,-50000.0,14000.0
463,LOSS,BUY,2020-06-09 10:35:00,27087.458714789766,133.22999999999956,27484.135000000002,27151.06,27284.29,-1999.9999999999998,-52000.0,12000.0
464,WIN,SELL,2020-06-12 12:35:00,26080.307236795787,191.70000000000073,25174.43,25653.68,25461.98,3000.0,-49000.0,15000.0
465,LOSS,SELL,2020-06-15 13:30:00,25646.244373120775,107.52999999999884,25367.225000000002,25636.05,25528.52,-1999.9999999999998,-51000.0,13000.0
466,LOSS,BUY,2020-06-16 16:00:00,26018.211340713962,180.38000000000102,26560.550000000003,26109.6,26289.98,-1999.9999999999998,-53000.0,11000.0
467,WIN,BUY,2020-06-30 13:55:00,25487.018410949473,63.80000000000291,25671.100000000006,25511.6,25575.4,3000.0,-50000.0,14000.0
468,LOSS,BUY,2020-07-01 14:05:00,25663.078972172865,73.36000000000058,25953.59,25770.19,25843.55,-1999.9999999999998,-52000.0,-1999.9999999999998
469,LOSS,BUY,2020-07-02 11:45:00,25770.866158981444,53.55999999999767,26064.459999999995,25930.56,25984.12,-2000.0,-54000.0,-4000.0
470,LOSS,BUY,2020-07-07 10:25:00,26044.31773907993,65.83000000000175,26236.585000000003,26072.01,26137.84,-2000.0,-56000.0,-6000.0
471,LOSS,BUY,2020-07-15 12:50:00,26491.757154810974,84.59000000000015,26934.725,26723.25,26807.84,-2000.0,-58000.0,-8000.0
472,LOSS,BUY,2020-07-16 10:25:00,26617.203266858945,118.4900000000016,26999.565000000002,26703.34,26821.83,-2000.0000000000002,-60000.0,-10000.0
473,LOSS,BUY,2020-07-17 11:00:00,26674.711681063527,83.43000000000029,26843.195,26634.62,26718.05,-2000.0,-62000.0,-12000.0
474,LOSS,BUY,2020-07-21 14:55:00,26815.78472026896,30.0099999999984,27013.494999999995,26938.47,26968.48,-2000.0,-64000.0,-14000.0
475,WIN,BUY,2020-07-22 14:20:00,26854.741608376353,60.599999999998545,26979.839999999997,26828.34,26888.94,3000.0,-61000.0,-11000.0
476,LOSS,BUY,2020-07-23 11:25:00,26878.771390450234,66.08000000000175,26999.410000000003,26834.21,26900.29,-2000.0,-63000.0,-13000.0
477,WIN,SELL,2020-07-27 11:05:00,26631.73229225923,13.139999999999418,26562.72,26595.57,26582.43,3000.0000000000005,-60000.0,-10000.0
478,LOSS,SELL,2020-07-29 15:00:00,26501.48825500761,99.53000000000247,26311.394999999997,26560.22,26460.69,-2000.0,-62000.0,-12000.0
479,LOSS,SELL,2020-07-30 13:30:00,26395.950592568763,100.18000000000029,26124.48,26374.93,26274.75,-1999.9999999999998,-64000.0,-14000.0
480,WIN,BUY,2020-08-04 10:05:00,26493.19082228637,47.289999999997235,26751.944999999992,26633.72,26681.01,2999.9999999999995,-61000.0,2999.9999999999995
481,WIN,BUY,2020-08-04 15:00:00,26606.86147470574,80.32999999999811,26872.975,26672.15,26752.48,3000.0000000000005,-58000.0,6000.0
482,WIN,BUY,2020-08-07 10:40:00,27133.545627366544,108.92000000000189,27495.850000000006,27223.55,27332.47,2999.9999999999995,-55000.0,9000.0
483,LOSS,BUY,2020-08-12 13:45:00,27834.689183687613,83.75,28052.695,27843.32,27927.07,-1999.9999999999998,-57000.0,7000.0
484,LOSS,BUY,2020-08-14 15:55:00,27897.754457820512,98.12000000000262,28076.900000000005,27831.6,27929.72,-2000.0000000000002,-59000.0,5000.0
485,LOSS,SELL,2020-08-20 13:05:00,27772.950665385786,36.18000000000029,27634.1,27724.55,27688.37,-2000.0,-61000.0,3000.0
486,WIN,BUY,2020-08-24 15:20:00,27999.49183534573,50.469999999997526,28267.804999999993,28141.63,28192.1,3000.0000000000005,-58000.0,6000.0
487,WIN,BUY,2020-08-25 12:20:00,28069.37490767989,51.099999999998545,28222.319999999996,28094.57,28145.67,2999.9999999999995,-55000.0,9000.0
